0.342421	0.315307	1.000000
0.868911	0.361624	-1.000000
-0.789364	0.371968	-1.000000
0.387054	-0.002048	1.000000
-0.125321	-0.041423	1.000000
-0.796447	0.532702	-1.000000
0.575081	0.019258	-1.000000
-0.057854	0.438530	1.000000
-0.924615	-0.092245	-1.000000
0.256454	0.037423	1.000000
0.174081	0.088600	1.000000
-0.888041	0.347698	-1.000000
0.084498	0.031964	1.000000
0.377863	0.236880	1.000000
-0.026855	-0.040792	1.000000
0.077565	-0.463224	1.000000
-0.086481	-0.325061	1.000000
0.071205	0.074075	1.000000
0.041144	0.105196	1.000000
-0.356670	-0.828272	-1.000000
0.813646	0.127126	-1.000000
0.006003	-0.331076	1.000000
-0.082166	-0.416434	1.000000
-0.653043	0.527254	-1.000000
-0.721561	-0.646342	-1.000000
0.033552	-0.171009	1.000000
-0.018871	0.017291	1.000000
-0.316257	0.015861	1.000000
0.122368	0.057573	1.000000
-0.770598	0.632817	-1.000000
-0.129997	-0.159771	1.000000
-0.295122	0.888036	-1.000000
0.507698	0.335063	-1.000000
0.009408	-0.083121	1.000000
0.461940	-0.383798	-1.000000
-0.050193	-0.960292	-1.000000
-0.708160	-0.109385	-1.000000
-0.064310	0.114798	1.000000
-0.481402	-0.772606	-1.000000
0.131742	0.124995	1.000000
0.451117	0.324281	-1.000000
-0.755941	-0.037195	-1.000000
0.127937	0.023738	1.000000
-0.025598	-0.551082	-1.000000
0.251286	-0.437319	-1.000000
-0.867721	-0.125365	-1.000000
-0.013416	-0.283510	1.000000
-0.221742	0.472252	-1.000000
-0.137730	0.227893	1.000000
0.341606	0.428807	-1.000000
-0.283413	-0.292498	1.000000
0.802531	0.203113	-1.000000
-0.857084	-0.391545	-1.000000
-0.640690	-0.755050	-1.000000
0.762526	-0.165580	-1.000000
0.106919	-0.163486	1.000000
-0.464093	0.270179	-1.000000
0.120329	-0.017219	1.000000
-0.127805	-0.143020	1.000000
-0.076419	-0.054964	1.000000
-0.129901	0.492546	-1.000000
0.095025	0.232530	1.000000
-0.124458	-0.175302	1.000000
-0.460751	0.722830	-1.000000
0.004397	0.010192	1.000000
0.028467	0.320136	1.000000
0.056640	0.276770	1.000000
-0.405816	-0.030440	1.000000
0.543976	-0.619278	-1.000000
-0.622320	-0.379121	-1.000000
-0.014781	-0.001429	1.000000
0.569893	0.157571	-1.000000
0.074876	0.210654	1.000000
0.714676	-0.523603	-1.000000
0.379187	-0.343642	-1.000000
0.428811	-0.780045	-1.000000
-0.298756	0.218176	1.000000
-0.722894	-0.187683	-1.000000
-0.186453	-0.126720	1.000000
-0.012669	0.154024	1.000000
0.453980	0.792202	-1.000000
-0.369113	0.851791	-1.000000
-0.499596	-0.406843	-1.000000
0.458892	0.111110	1.000000
-0.653520	-0.418891	-1.000000
0.565207	0.073722	-1.000000
-0.335677	-0.927078	-1.000000
0.366967	0.538187	-1.000000
0.869810	0.277109	-1.000000
-0.352534	-0.267204	1.000000
-0.191730	0.375459	1.000000
0.056242	0.016736	1.000000
0.204872	-0.041288	1.000000
-0.077118	-0.034415	1.000000
0.816903	-0.262705	-1.000000
-0.175854	-0.640841	-1.000000
-0.672901	0.532782	-1.000000
-0.498878	0.581164	-1.000000
0.511983	0.434232	-1.000000
0.256213	-0.353405	1.000000
